CASE_NUMBER,CASE_STATUS,CASE_SUBMITTED,DECISION_DATE,VISA_CLASS,EMPLOYMENT_START_DATE,EMPLOYMENT_END_DATE,EMPLOYER_NAME,EMPLOYER_BUSINESS_DBA,EMPLOYER_ADDRESS,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,EMPLOYER_COUNTRY,EMPLOYER_PROVINCE,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,AGENT_REPRESENTING_EMPLOYER,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE,SOC_NAME,NAICS_CODE,TOTAL_WORKERS,NEW_EMPLOYMENT,CONTINUED_EMPLOYMENT,CHANGE_PREVIOUS_EMPLOYMENT,NEW_CONCURRENT_EMP,CHANGE_EMPLOYER,AMENDED_PETITION,FULL_TIME_POSITION,PREVAILING_WAGE,PW_UNIT_OF_PAY,PW_WAGE_LEVEL,PW_SOURCE,PW_SOURCE_YEAR,PW_SOURCE_OTHER,WAGE_RATE_OF_PAY_FROM,WAGE_RATE_OF_PAY_TO,WAGE_UNIT_OF_PAY,H1B_DEPENDENT,WILLFUL_VIOLATOR,SUPPORT_H1B,LABOR_CON_AGREE,PUBLIC_DISCLOSURE_LOCATION,WORKSITE_CITY,WORKSITE_COUNTY,WORKSITE_STATE,WORKSITE_POSTAL_CODE,ORIGINAL_CERT_DATE
I-200-18063-292560,CERTIFIED,3/4/18,3/8/18,H-1B,9/1/18,8/31/21,VSOFT CORPORATION,N/A,6455 EAST JOHNS CROSSING,DULUTH,GA,30097,UNITED STATES OF AMERICA,,7708400097,,Y,GONZALEZ_ YANI,CUMMING,GA,COMPUTER SYSTEMS ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,541511,1,1,0,0,0,0,0,Y,"54,038.00",Year,Level I,Other,2018,OFLC ONLINE DATA CENTER,"60,900.00",0,Year,N,N,,Y,,DULUTH,GWINNETT,GA,30097,
I-200-18049-259957,CERTIFIED,3/3/18,3/8/18,H-1B,8/18/18,8/17/21,NTT DATA_ INC.,N/A,100 CITY SQUARE,BOSTON,MA,2129,UNITED STATES OF AMERICA,,6175171483,,Y,DALAL_ AMY,RALEIGH,NC,BUSINESS CONSULTING PRINCIPAL CONSULTANT,15-1121,COMPUTER SYSTEMS ANALYSTS,541511,1,1,0,0,0,0,0,Y,"86,751.00",Year,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,"86,751.00","116,751.00",Year,N,N,NA,Y,,TEMPE,MARICOPA,AZ,85284,
I-200-18048-673071,CERTIFIED,3/3/18,3/8/18,H-1B,8/11/18,8/10/21,NTT DATA_ INC.,N/A,100 CITY SQUARE,BOSTON,MA,2129,UNITED STATES OF AMERICA,,6.17517E+11,,Y,DALAL_ AMY,RALEIGH,NC,APPLICATION SOFTWARE DEVELOPMENT PRINCIPAL CONSULTANT,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,541511,1,1,0,0,0,0,0,Y,"109,240.00",Year,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,"109,240.00","139,240.00",Year,N,N,NA,Y,,JERSEY CITY,HUDSON,NJ,7302,
I-200-18057-963988,CERTIFIED,3/7/18,3/13/18,H-1B,8/26/18,8/25/21,DELOITTE CONSULTING LLP,N/A,1700 MARKET STREET,PHILADELPHIA,PA,19103,UNITED STATES OF AMERICA,N/A,9736025495,,Y,LUNA_ PATRICIA,ATLANTA,GA,CONSULTANT,15-1121,COMPUTER SYSTEMS ANALYSTS,54161,3,1,0,1,0,1,0,Y,"57,096.00",Year,Level I,OES,2017,OFLC ONLINE DATA CENTER,"57,700.00",0,Year,N,N,NA,,,PHILADELPHIA,PHILADELPHIA,PA,19103-3984,
I-200-18061-276299,CERTIFIED,3/7/18,3/13/18,H-1B,4/27/18,4/26/21,GOOGLE LLC,N/A,1600 AMPHITHEATRE PARKWAY,MOUNTAIN VIEW,CA,94043,UNITED STATES OF AMERICA,,6502534513,,Y,LAM-BENTLEY_ TIFFANY,DALLAS,TX,BUSINESS SYSTEMS INTEGRATOR (1615.3912),15-1133,SOFTWARE DEVELOPERS_ SYSTEMS SOFTWARE,541512,1,0,1,0,0,0,0,Y,"111,907.00",Year,N/A,Other,2017,RADFORD GLOBAL TECHNOLOGY SURVEY,"125,000.00",0,Year,N,N,NA,,,SUNNYVALE,SANTA CLARA,CA,94089,
I-200-18060-268365,CERTIFIED,3/6/18,3/12/18,H-1B,8/30/18,8/29/21,HITACHI VANTARA CORPORATION,,2845 LAFAYETTE STREET,SANTA CLARA,CA,95050,UNITED STATES OF AMERICA,,4089701000,,Y,BAILEY_ MICHAEL,DALLAS,TX,SOFTWARE DEVELOPMENT ENGINEER,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,541511,1,1,0,0,0,0,0,Y,"83,700.00",Year,N/A,Other,2017,TOWERS WATSON 2017 PROFESSIONAL (TECH & OPS) COMP SURVEY - US,"88,000.00","163,000.00",Year,N,N,,,,SANTA CLARA,SANTA CLARA,CA,95050,
I-200-18061-047486,CERTIFIED,3/2/18,3/8/18,H-1B,7/1/18,6/30/20,MASSACHUSETTS GENERAL PHYSICIAN'S ORGANIZATION,,PARTNERS INTERNATIONAL OFFICE,SOMERVILLE,MA,2145,UNITED STATES OF AMERICA,,8572922422,,N,_,,,CLINICAL FELLOW,29-1069,PHYSICIANS AND SURGEONS_ ALL OTHER,62111,1,0,1,0,0,0,0,Y,"78,769.00",Year,N/A,Other,2016,AAMC SURVEY OF RESIDENT/FELLOW STIPENDS,"81,567.00","85,313.00",Year,N,N,,,,BOSTON,SUFFOLK,MA,2114,
I-203-18061-066506,DENIED,3/2/18,3/7/18,E-3 Australian,3/9/18,3/9/20,JEAN-LUC'S WINES_ LLC,LE DU'S WINES,600 WASHINGTON STREET,NEW YORK,NY,10014,UNITED STATES OF AMERICA,,2129246999,,N,_,,,ASSISTANT E-COMMERCE DIRECTOR,15-1134,WEB DEVELOPERS,4453,1,1,0,0,0,0,0,Y,24.57,Hour,Level I,Other,2017,OFLC ONLINE DATA CENTER,18,0,Hour,,,,,,NEW YORK,NEW YORK,NY,10014,
I-200-18061-127724,CERTIFIED,3/7/18,3/13/18,H-1B,9/1/18,8/31/21,SENSITY SYSTEMS_ INC.,,600 HIDDEN RIDGE,IRVING,TX,75038,UNITED STATES OF AMERICA,,9724577132,,Y,TAYLOR_ KRISTI,ADDISON,TX,PRINCIPAL ENGINEER-DEVELOPMENT OPERATIONS,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,22111,1,1,0,0,0,0,0,Y,"105,347.00",Year,N/A,Other,2017,2017 US MBD - MERCER/GARTNER INFORMATION TECHNOLOGY,"110,000.00",0,Year,N,N,NA,,,SAN JOSE,SANTA CLARA,CA,95131,
I-200-18061-225936,CERTIFIED,3/7/18,3/13/18,H-1B,9/6/18,9/5/21,CLEARESULT CONSULTING_ INC.,N/A,4301 WESTBANK DRIVE_ BUILDING A,AUSTIN,TX,78746,UNITED STATES OF AMERICA,,5126343678,,Y,VOGEL_ MEGAN,SEATTLE,WA,ENERGY ENGINEER I,17-2199,ENGINEERS_ ALL OTHER,541611,1,1,0,0,0,0,0,Y,"68,300.00",Year,N/A,Other,2017,WILLIS TOWERS WATSON CDB GENERAL INDUSTRY MMPS COMPENSTION SURVEY,"68,300.00",0,Year,N,N,NA,,,AUSTIN,TRAVIS,TX,78746,
I-200-18066-011609,CERTIFIED,3/7/18,3/13/18,H-1B,9/6/18,9/5/21,ZHOU LAW INC.,LAW OFFICES OF JAMES ZHOU,17700 CASTLETON STREET_ SUITE 568,CITY OF INDUSTRY,CA,91748,UNITED STATES OF AMERICA,,6265665511,,Y,ZHOU_ JIANMIN,CITY OF INDUSTRY,CA,OPERATIONS RESEARCH ANALYST,15-2031,OPERATIONS RESEARCH ANALYSTS,5411,1,1,0,0,0,0,0,Y,24.14,Hour,Level I,OES,2017,OFLC ONLINE DATA CENTER,24.14,0,Hour,N,N,,Y,,CITY OF INDUSTRY,LOS ANGELES,CA,91748,
I-200-18063-783380,CERTIFIED,3/4/18,3/8/18,H-1B,8/17/18,8/16/21,NTT DATA SERVICES_ LLC,N/A,100 CITY SQUARE,BOSTON,MA,2129,UNITED STATES OF AMERICA,,6175171483,,Y,DROZDOWSKI_ ANDREW,RALEIGH,NC,SYSTEMS INTEGRATION ADVISOR,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,541511,1,1,0,0,0,0,0,Y,"97,214.00",Year,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,"100,004.00","130,004.00",Year,N,N,NA,Y,,PLANO,COLLIN,TX,75024,
I-200-18064-417084,CERTIFIED,3/5/18,3/9/18,H-1B,9/4/18,9/4/21,FACTSET RESEARCH SYSTEMS_ INC.,,601 MERRITT 7 CORPORATE PARK,NORWALK,CT,6851,UNITED STATES OF AMERICA,,2038101648,,Y,SOUZA_ CHRISTINE,NORWALK,CT,SOFTWARE ENGINEER,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,541512,1,1,0,0,0,0,0,Y,"87,984.00",Year,Level II,OES,2017,OFLC ONLINE DATA CENTER,"90,000.00","120,000.00",Year,N,N,NA,,,NORWALK,FAIRFIELD,CT,6851,
I-200-18064-289216,CERTIFIED,3/5/18,3/9/18,H-1B,9/4/18,9/4/21,FACTSET RESEARCH SYSTEMS_ INC.,,601 MERRITT 7 CORPORATE PARK,NORWALK,CT,6851,UNITED STATES OF AMERICA,,2038101648,,Y,SOUZA_ CHRISTINE,NORWALK,CT,SOFTWARE ENGINEER,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,541512,1,1,0,0,0,0,0,Y,"87,984.00",Year,Level II,OES,2017,OFLC ONLINE DATA CENTER,"90,000.00","120,000.00",Year,N,N,NA,,,NORWALK,FAIRFIELD,CT,6851,
I-200-18032-334628,CERTIFIED,3/7/18,3/13/18,H-1B,8/3/18,8/3/21,LENDING TREE_ LLC,,11115 RUSHMORE DRIVE,CHARLOTTE,NC,28277,UNITED STATES OF AMERICA,,7049438197,,Y,BRADSHAW_ PENNI,WINSTON-SALEM,NC,SR. ANALYST DIGITAL ANALYTICS,15-1199,COMPUTER OCCUPATIONS_ ALL OTHER,522310,10,10,0,0,0,0,0,Y,"69,200.00",Year,N/A,Other,2017,WILLIS TOWERS WATSON PROFESSIONAL (ADMINISTRATION & SALES) COMPENSATION SURVEY,"69,200.00","99,200.00",Year,N,N,NA,,,CHARLOTTE,MECKLENBURG,NC,28277,
I-200-18052-856437,CERTIFIED,3/6/18,3/12/18,H-1B,8/20/18,8/19/21,INGENICS CORP,,3443 PELHAM ROAD,GREENVILLE,SC,29615,UNITED STATES OF AMERICA,,4047866801,,Y,ANDREWS_ KEVIN,OWINGS MILLS,MD,SP ASSEMBLY ENGINEER,17-2199,ENGINEERS_ ALL OTHER,5416,1,1,0,0,0,0,0,Y,"77,542.00",Year,Level II,OES,2017,OFLC ONLINE DATA CENTER,"77,542.00",0,Year,N,N,NA,,,VANCE,TUSCALOOSA,AL,35490,
I-200-18055-156031,CERTIFIED,3/6/18,3/12/18,H-1B,9/3/18,9/2/21,BROAN-NUTONE LLC (NORTEK),,926 W STATE STREET,HARTFORD,WI,53027,UNITED STATES OF AMERICA,,2626734340,,Y,WHITE_ MICHELLE,MIAMI,FL,ASSOCIATE PROJECT ENGINEER,17-2141,MECHANICAL ENGINEERS,335210,1,1,0,0,0,0,0,Y,"66,498.00",Year,Level II,OES,2017,OFLC DATA CENTER,"66,498.00","78,000.00",Year,N,N,NA,Y,,HARTFORD,WASHINGTON,WI,53027,
I-200-18060-178604,CERTIFIED,3/6/18,3/12/18,H-1B,9/5/18,9/4/21,ARIES APP_ INC.,N/A,1540 140TH AVE NE,BELLEVUE,WA,98005,UNITED STATES OF AMERICA,,2485741418,,Y,HUANG_ YUNG-HSIN,CITY OF INDUSTRY,CA,SURVEY RESEARCHER,19-3022,SURVEY RESEARCHERS,541511,1,1,0,0,0,0,0,N,28.83,Hour,Level III,OES,2018,OFLC ONLINE DATE CENTER,32.5,0,Hour,N,N,NA,Y,,BELLEVUE,KING,WA,98005,
I-200-18049-126599,CERTIFIED,3/3/18,3/8/18,H-1B,8/18/18,8/17/21,NTT DATA_ INC.,N/A,100 CITY SQUARE,BOSTON,MA,2129,UNITED STATES OF AMERICA,,6175171483,,Y,DROZDOWSKI_ ANDREW,RALEIGH,NC,DELIVERY MANAGING CONSULTANT,Nov-21,COMPUTER AND INFORMATION SYSTEMS MANAGERS,541511,1,1,0,0,0,0,0,Y,"149,843.00",Year,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,"149,843.00","179,843.00",Year,N,N,NA,Y,,TEMPE,MARICOPA,AZ,85284,
I-200-18061-101030,CERTIFIED,3/2/18,3/8/18,H-1B,3/8/18,3/7/21,NVIDIA CORPORATION,N/A,2788 SAN TOMAS EXPRESSWAY,SANTA CLARA,CA,95051,UNITED STATES OF AMERICA,N/A,4084862000,,Y,SATALA_ MARCO,SANTA CLARA,CA,SENIOR SAP ANALYST,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,334111,25,5,5,5,0,5,5,Y,"110,959.00",Year,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,"110,959.00","154,504.00",Year,Y,N,Y,,,SANTA CLARA,SANTA CLARA,CA,95051,
I-200-18059-075061,CERTIFIED,3/6/18,3/12/18,H-1B,9/5/18,9/4/21,HUGHES NETWORK SYSTEMS LLC,N/A,11717 EXPLORATION LANE,GERMANTOWN,MD,20876,UNITED STATES OF AMERICA,,3014285500,,Y,ASAAD_ PETER,WASHINGTON,DC,ENGINEER 2- NETWORK,15-1143,COMPUTER NETWORK ARCHITECTS,334290,1,1,0,0,0,0,0,Y,"70,900.00",Year,N/A,Other,2017,HRA-NCA COMPENSATION SURVEY: ITNS211P1 NETWORK SYSTEMS ENGINEER/ANALYST I,"78,239.70","78,239.70",Year,N,N,NA,Y,,GERMANTOWN,MONTGOMERY,MD,20876,
I-200-18052-757563,CERTIFIED,2/23/18,3/1/18,H-1B,3/15/18,3/14/21,ORACLE FINANCIAL SERVICES SOFTWARE_ INC.,,399 THORNALL STREET,EDISON,NJ,8837,UNITED STATES OF AMERICA,,6466195313,,Y,FUNK_ MICHELLE,MCLEAN,VA,SENIOR PRINCIPAL CONSULTANT,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,541511,5,0,3,0,0,0,2,Y,"99,967.00",Year,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,"99,967.00","139,132.00",Year,N,N,,,,BOSTON,SUFFOLK,MA,2111,
I-200-18049-161254,CERTIFIED,2/27/18,3/5/18,H-1B,8/2/18,8/1/21,FIRST REPUBLIC BANK,N/A,111 PINE STREET,SAN FRANCISCO,CA,94111,UNITED STATES OF AMERICA,N/A,4152495535,,Y,GROBAN_ JR._ ROBERT,NEW YORK,NY,QUANTITATIVE ANALYST,13-2051,FINANCIAL ANALYSTS,522110,1,1,0,0,0,0,0,Y,"84,773.00",Year,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,"94,000.00",0,Year,N,N,NA,Y,,SAN FRANCISCO,SAN FRANCISCO,CA,94111,
I-200-18051-876471,CERTIFIED,2/28/18,3/6/18,H-1B,8/21/18,8/21/21,JPMORGAN CHASE &AMP; CO.,,10 S. DEARBORN STREET,CHICAGO,IL,60603,UNITED STATES OF AMERICA,,3127322773,,Y,JACOBSON_ P. MICHELLE,CHICAGO,IL,ASSOCIATE,13-2051,FINANCIAL ANALYSTS,551112,1,1,0,0,0,0,0,Y,"68,600.00",Year,N/A,Other,2017,2017 WILLIS TOWERS WATSON ACCOUNTING AND FINANCE COMPENSATION SURVEY,"80,500.00",0,Year,N,N,NA,,,BROOKLYN,KINGS,NY,11245,
I-200-18063-419852,CERTIFIED,3/4/18,3/8/18,H-1B,8/17/18,8/16/21,NTT DATA SERVICES_ LLC,N/A,100 CITY SQUARE,BOSTON,MA,2129,UNITED STATES OF AMERICA,,6175171483,,Y,DALAL_ AMY,RALEIGH,NC,SOFTWARE DEVELOPMENT ASSOCIATE DIRECTOR,Nov-21,COMPUTER AND INFORMATION SYSTEMS MANAGERS,541511,1,1,0,0,0,0,0,Y,"105,438.00",Year,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,"138,100.00","168,100.00",Year,N,N,NA,Y,,PLANO,COLLIN,TX,75024,
I-200-18061-477249,CERTIFIED,3/2/18,3/8/18,H-1B,8/29/18,8/29/21,POPULUS GROUP LLC,,3001 WEST BIG BEAVER ROAD,TROY,MI,48084,UNITED STATES OF AMERICA,,2487127983,,Y,WISNIEWSKI_ JOEL,TROY,MI,DATA WAREHOUSING SPECIALIST,15-1199,COMPUTER OCCUPATIONS_ ALL OTHER,561320,1,1,0,0,0,0,0,Y,40.99,Hour,Level III,OES,2017,OFLC ONLINE DATA CENTER,42.33,0,Hour,N,N,NA,Y,,COLUMBUS,FRANKLIN,OH,43215,
I-200-18065-281099,CERTIFIED,3/6/18,3/12/18,H-1B,4/15/18,4/14/21,SHARMA YASKHI & ASSOCIATES_ LLP,N/A,18 EAST 41ST STREET,NEW YORK,NY,10017,UNITED STATES OF AMERICA,N/A,2126299400,,N,_,,,SENIOR PARALEGAL/LEGAL ASSISTANT,23-2011,PARALEGALS AND LEGAL ASSISTANTS,541110,1,0,1,0,0,0,0,Y,"62,670.00",Year,Level III,OES,2017,OFLC ONLINE DATA CENTER,"63,000.00",0,Year,N,N,NA,Y,,NEW YORK,NEW YORK,NY,10017,
I-200-18061-829918,CERTIFIED,3/6/18,3/12/18,H-1B,3/9/18,3/8/21,GOOGLE LLC,,1600 AMPHITHEATRE PARKWAY,MOUNTAIN VIEW,CA,94043,UNITED STATES OF AMERICA,,6502534513,,Y,JENSEN_ KEITH,DALLAS,TX,SOFTWARE ENGINEER_ SITE RELIABILITY ENGINEER 1615.16046,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,541512,1,0,0,0,0,0,1,Y,"146,395.00",Year,N/A,Other,2017,RADFORD GLOBAL TECHNOLOGY SURVEY,"171,000.00",0,Year,N,N,NA,,,KIRKLAND,KING,WA,98033,
I-200-18061-565896,CERTIFIED,3/6/18,3/12/18,H-1B,9/1/18,8/31/21,DELOITTE CONSULTING LLP,N/A,1700 MARKET STREET,PHILADELPHIA,PA,19103,UNITED STATES OF AMERICA,N/A,9736025495,,Y,POORAK_ SHARON,ATLANTA,GA,CONSULTANT,15-1121,COMPUTER SYSTEMS ANALYSTS,54161,3,1,0,1,0,1,0,Y,"57,096.00",Year,Level I,OES,2017,OFLC ONLINE DATA CENTER,"57,096.00",0,Year,N,N,NA,,,PHILADELPHIA,PHILADELPHIA,PA,19103,
I-200-18061-167168,CERTIFIED,3/2/18,3/8/18,H-1B,8/29/18,8/29/21,POPULUS GROUP LLC,,3001 WEST BIG BEAVER ROAD,TROY,MI,48084,UNITED STATES OF AMERICA,,2487127983,,Y,WISNIEWSKI_ JOEL,TROY,MI,ELECTRICAL ENGINEER,17-2071,ELECTRICAL ENGINEERS,561320,1,1,0,0,0,0,0,Y,35.93,Hour,Level II,OES,2017,OFLC ONLINE DATA CENTER,37.44,0,Hour,N,N,NA,Y,,WARREN,MACOMB,MI,48093,
I-200-18060-599525,CERTIFIED,3/2/18,3/8/18,H-1B,8/31/18,8/30/21,MORGAN STANLEY SMITH BARNEY LLC,,1585 BROADWAY,NEW YORK,NY,10036,UNITED STATES OF AMERICA,,2127619306,,Y,KELLY_ KARA,RALEIGH,NC,VICE PRESIDENT,15-1122,INFORMATION SECURITY ANALYSTS,523110,1,1,0,0,0,0,0,Y,"112,680.00",Year,N/A,Other,2018,2018 RADFORD GLOBAL TECHNOLOGY SURVEY,"122,000.00",0,Year,N,N,NA,Y,,NEW YORK,NEW YORK,NY,10004,
I-200-18061-362712,WITHDRAWN,3/7/18,3/12/18,H-1B,9/1/18,8/31/21,JPMORGAN CHASE &AMP; CO.,,10 SOUTH DEARBORN STREET,CHICAGO,IL,60603,UNITED STATES OF AMERICA,,3127321994,,Y,NICHOLS_ SUSANNAH,RALEIGH,NC,ANALYST,13-2051,FINANCIAL ANALYSTS,551112,1,1,0,0,0,0,0,Y,"68,600.00",Year,N/A,Other,2017,TOWERS WATSON PROFESSIONAL (ACCOUNTING AND FINANCE) COMPENSATION SURVEY,"90,000.00",0,Year,N,N,NA,Y,,NEW YORK,NEW YORK,NY,10179,
I-200-18064-882052,CERTIFIED,3/5/18,3/9/18,H-1B,9/2/18,9/1/21,GLORIAN_ INC,,ONE OXFORD VALLEY_ SUITE#314,LANGHORNE,PA,19047,UNITED STATES OF AMERICA,,2155255720,,N,_,,,SOFTWARE ARCHITECT,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,541511,1,1,0,0,0,0,0,Y,"92,768.00",Year,Level II,Other,2017,WWW.FLCDATACENTER.COM,"93,000.00",0,Year,N,N,NA,Y,,SAYREVILLE,MIDDLESEX,NJ,8872,
I-200-18065-201372,CERTIFIED,3/6/18,3/12/18,H-1B,9/2/18,9/1/21,ORACLE AMERICA_ INC,N/A,500 ORACLE PARKWAY,REDWOODSHORES,CA,94065,UNITED STATES OF AMERICA,,6505067000,,Y,JEN_ CINDY,SANTA CLARA,CA,SYSTEMS ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,512210,1,1,0,0,0,0,0,Y,"105,196.00",Year,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,"105,196.00","129,399.00",Year,N,N,NA,,,FRISCO,DENTON,TX,75034,
I-200-18059-247472,CERTIFIED,3/2/18,3/8/18,H-1B,7/1/18,7/1/21,CISCO SYSTEMS_ INC.,,170 WEST TASMAN DRIVE,SAN JOSE,CA,95134,UNITED STATES OF AMERICA,,4085264000,,Y,NEVAREZ_ KRISTIN,SANTA CLARA,CA,TECHNICAL LEADER,15-1152,COMPUTER NETWORK SUPPORT SPECIALISTS,334111,10,2,2,2,0,2,2,Y,"119,942.00",Year,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,"119,942.00","185,000.00",Year,N,N,NA,Y,,SAN JOSE,SANTA CLARA,CA,95134,
I-200-18060-110790,CERTIFIED-WITHDRAWN,3/6/18,3/26/18,H-1B,3/19/18,3/19/21,SCIENTIFIC GAMES CORPORATION,,6601 BERMUDA ROAD,LAS VEGAS,NV,89119,UNITED STATES OF AMERICA,,7025327700,,Y,GUPTA_ AKANKSHA,LAS VEGAS,NV,PRINCIPAL ETL DEVELOPER,15-1133,SOFTWARE DEVELOPERS_ SYSTEMS SOFTWARE,541512,1,0,1,0,0,0,0,Y,"113,672.00",Year,Level IV,OES,2017,OFLC ONLINE DATA CENTER,"121,411.25",0,Year,N,N,NA,,,ALPHARETTA,FULTON,GA,30004,3/8/18
I-200-18062-947058,CERTIFIED,3/6/18,3/12/18,H-1B,9/2/18,9/2/21,TREND MICRO_ INC.,,225 E. JOHN CARPENTER FREEWAY,IRVING,TX,75062,UNITED STATES OF AMERICA,,8175227858,,Y,GONZALES_ MARGRET ANN,SAN FRANCISCO,CA,QA AUTOMATION ENGINEER,15-1133,SOFTWARE DEVELOPERS_ SYSTEMS SOFTWARE,5415,1,1,0,0,0,0,0,Y,"65,616.00",Year,N/A,Other,2017,DIETRICH 2017 FALL ENGINEERING SALARY SURVEY,"70,000.00","125,000.00",Year,N,N,NA,,,AUSTIN,TRAVIS,TX,78758,
I-200-18064-463622,CERTIFIED,3/6/18,3/12/18,H-1B,9/4/18,9/3/21,KONGSBERG DIGITAL INC.,,10777 WESTHEIMER ROAD,HOUSTON,TX,77042,UNITED STATES OF AMERICA,,7138086800,,Y,GRANDERSON HICKS_ BRENDA,HOUSTON,TX,SENIOR PROCESS SIMULATION CONSULTANT I,17-2041,CHEMICAL ENGINEERS,213112,1,1,0,0,0,0,0,Y,"86,350.00",Year,N/A,Other,2016,U.S. DOL BUREAU OF LABOR STATISTICS - OCCUPATIONAL EMPLOYMENT STATISTICS,"92,485.00",0,Year,N,N,NA,,,HOUSTON,HARRIS,TX,77042,
I-200-18064-908459,CERTIFIED,3/7/18,3/13/18,H-1B,9/4/18,9/3/21,BIO-RAD LABORATORIES_ INC.,,1000 ALFRED NOBEL DRIVE,HERCULES,CA,94547,UNITED STATES OF AMERICA,,5107247000,,Y,OYE_ RONALD,SAN FRANCISCO,CA,ENGINEER III,17-2141,MECHANICAL ENGINEERS,541512,1,1,0,0,0,0,0,Y,"86,041.00",Year,N/A,Other,2017,DIETRICH 2017 FALL ENGINEERING SALARY SURVEY,"89,500.00","134,300.00",Year,N,N,NA,,,HERCULES,CONTRA COSTA,CA,94547,
I-200-18065-225055,CERTIFIED,3/7/18,3/13/18,H-1B,9/2/18,9/2/21,OATH HOLDINGS_ INC.,,701 FIRST AVENUE,SUNNYVALE,CA,94089,UNITED STATES OF AMERICA,,4083493300,,Y,KIVUVANI_ SUSAN,RICHARDSON,TX,ASSOCIATE SOFTWARE DEV ENGINEER,15-1133,SOFTWARE DEVELOPERS_ SYSTEMS SOFTWARE,519130,1,1,0,0,0,0,0,Y,"96,466.00",Year,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,"96,466.00","125,000.00",Year,N,N,NA,Y,,SAN FRANCISCO,SAN FRANCISCO,CA,94103,
I-200-18052-271331,CERTIFIED,2/23/18,3/1/18,H-1B,8/20/18,8/20/21,NATIONAL ECONOMIC RESEARCH ASSOCIATES_ INC.,NERA,360 HAMILTON AVENUE,WHITE PLAINS,NY,10601,UNITED STATES OF AMERICA,,9144484000,,Y,ROSENBERG_ HYLA,NEW YORK,NY,ANALYST,13-2051,FINANCIAL ANALYSTS,541720,5,5,0,0,0,0,0,Y,"77,001.00",Year,N/A,Other,2017,MERCER BENCHMARK DATABASE SURVEY,"90,000.00","105,000.00",Year,N,N,NA,Y,,NEW YORK,NEW YORK,NY,10036,
I-200-18058-790320,CERTIFIED,3/6/18,3/12/18,H-1B,8/27/18,8/27/21,EXPEDIA_ INC.,,333 108TH AVENUE NE,BELLEVUE,WA,98004,UNITED STATES OF AMERICA,N/A,4256797200,,Y,GONZALES_ MARGRET ANN,SAN FRANCISCO,CA,SENIOR SOFTWARE DEVELOPMENT ENGINEER,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,5191,20,20,0,0,0,0,0,Y,"113,124.00",Year,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,"119,696.00","165,315.00",Year,N,N,NA,,,BELLEVUE,KING,WA,98004,
I-200-18060-319649,CERTIFIED,3/6/18,3/12/18,H-1B,9/1/18,8/31/21,D'AMATO CONVERSANO_ INC.,DCI ENGINEERS,818 STEWART STREET,SEATTLE,WA,98101,UNITED STATES OF AMERICA,,2067878934,,Y,YU_ JESSICA,SEATTLE,WA,STRUCTURAL PROJECT ENGINEER,17-2051,CIVIL ENGINEERS,541330,1,1,0,0,0,0,0,Y,"65,178.00",Year,N/A,Other,2018,ZWEIGWHITE: SALARY SURVEY OF MOUNTAIN AND PACIFIC ENGINEERING FIRMS,"68,500.00",0,Year,N,N,NA,,,SEATTLE,KING,WA,98101,
